subgroup,RF,AA,AFF,ALL,APCA,BC,CC,CM,DIAB,ECA,ENDO,GC,HHD,HSTK,IHD,ISTK,KC,Larynx,LC,LVC,MC,MLPC,MMC,OC,OSTK,OTH,PC,PVD,RHD,SCC,SCNC,TC,UC,AAse,AFFse,ALLse,APCAse,BCse,CCse,CMse,DIABse,ECAse,ENDOse,GCse,HHDse,HSTKse,IHDse,ISTKse,KCse,Larynxse,LCse,LVCse,MCse,MLPCse,MMCse,OCse,OSTKse,OTHse,PCse,PVDse,RHDse,SCCse,SCNCse,TCse,UCse,RRunit,AA_medBMI,AA_medBMIse,AFF_medBMI,AFF_medBMIse,APCA_medBMI,APCA_medBMIse,BC_medBMI,BC_medBMIse,CC_medBMI,CC_medBMIse,CM_medBMI,CM_medBMIse,DIAB_medBMI,DIAB_medBMIse,ECA_medBMI,ECA_medBMIse,ENDO_medBMI,ENDO_medBMIse,GC_medBMI,GC_medBMIse,HHD_medBMI,HHD_medBMIse,HSTK_medBMI,HSTK_medBMIse,IHD_medBMI,IHD_medBMIse,ISTK_medBMI,ISTK_medBMIse,KC_medBMI,KC_medBMIse,Larynx_medBMI,Larynx_medBMIse,LC_medBMI,LC_medBMIse,LVC_medBMI,LVC_medBMIse,MC_medBMI,MC_medBMIse,MLPC_medBMI,MLPC_medBMIse,MMC_medBMI,MMC_medBMIse,OC_medBMI,OC_medBMIse,OSTK_medBMI,OSTK_medBMIse,OTH_medBMI,OTH_medBMIse,PC_medBMI,PC_medBMIse,PVD_medBMI,PVD_medBMIse,RHD_medBMI,RHD_medBMIse,SCC_medBMI,SCC_medBMIse,SCNC_medBMI,SCNC_medBMIse,TC_medBMI,TC_medBMIse,UC_medBMI,UC_medBMIse,AA_medSBP,AA_medSBPse,AFF_medSBP,AFF_medSBPse,APCA_medSBP,APCA_medSBPse,BC_medSBP,BC_medSBPse,CC_medSBP,CC_medSBPse,CM_medSBP,CM_medSBPse,DIAB_medSBP,DIAB_medSBPse,ECA_medSBP,ECA_medSBPse,ENDO_medSBP,ENDO_medSBPse,GC_medSBP,GC_medSBPse,HHD_medSBP,HHD_medSBPse,HSTK_medSBP,HSTK_medSBPse,IHD_medSBP,IHD_medSBPse,ISTK_medSBP,ISTK_medSBPse,KC_medSBP,KC_medSBPse,Larynx_medSBP,Larynx_medSBPse,LC_medSBP,LC_medSBPse,LVC_medSBP,LVC_medSBPse,MC_medSBP,MC_medSBPse,MLPC_medSBP,MLPC_medSBPse,MMC_medSBP,MMC_medSBPse,OC_medSBP,OC_medSBPse,OSTK_medSBP,OSTK_medSBPse,OTH_medSBP,OTH_medSBPse,PC_medSBP,PC_medSBPse,PVD_medSBP,PVD_medSBPse,RHD_medSBP,RHD_medSBPse,SCC_medSBP,SCC_medSBPse,SCNC_medSBP,SCNC_medSBPse,TC_medSBP,TC_medSBPse,UC_medSBP,UC_medSBPse
23,veg_sta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.435251699,0.029984693,0.435251699,0.029984693,0.07696104,0.03922071,0.1133287,0.0136697,0.0487902,0.04797339,0.435251699,0.029984693,0.978956652,0.109023593,0.392042088,0.046114317,0.435251699,0.029984693,0.223143551,0.046768974,0.701023982,0.375755482,0.435251699,0.029984693,0.435251699,0.029984693,0.510919995,0.042134387,0.262364265,0.019255269,0,0,0,0,0.262364265,0.059220496,0,0,0,0,0.086177696,0.03175628,0.058268908,0.023515871,0.435251699,0.029984693,0.435251699,0.029984693,0.09531018,0.018223512,0.435251699,0.029984693,0.435251699,0.029984693,0.207014169,0.066050034,0,0,0.058268908,0.018898608,0.431782416,0.022679471,0.36610882300000003,0.030560228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281966617,0.041244465,0,0,0.911343203,0.024906593,0.637077101,0.143749064,0.444880128,0.097287567,0.601747156,0.028968562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.601747156,0.028968562,0.314135165,0.023956001,0,0,0,0,0.185043856,0.040904662,0,0,0,0,0,0,0,0
24,veg_sta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.435251699,0.029984693,0.435251699,0.029984693,0.07696104,0.03922071,0.1133287,0.0136697,0.0487902,0.04797339,0.435251699,0.029984693,0.978956652,0.109023593,0.392042088,0.046114317,0.435251699,0.029984693,0.223143551,0.046768974,0.701023982,0.375755482,0.435251699,0.029984693,0.435251699,0.029984693,0.510919995,0.042134387,0.262364265,0.019255269,0,0,0,0,0.262364265,0.059220496,0,0,0,0,0.086177696,0.03175628,0.058268908,0.023515871,0.435251699,0.029984693,0.435251699,0.029984693,0.09531018,0.018223512,0.435251699,0.029984693,0.435251699,0.029984693,0.207014169,0.066050034,0,0,0.058268908,0.018898608,0.431782416,0.022679471,0.36610882300000003,0.030560228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281966617,0.041244465,0,0,0.911343203,0.024906593,0.637077101,0.143749064,0.444880128,0.097287567,0.601747156,0.028968562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.601747156,0.028968562,0.314135165,0.023956001,0,0,0,0,0.185043856,0.040904662,0,0,0,0,0,0,0,0
25,veg_sta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.364228123,0.014872944,0.364228123,0.014872944,0.07696104,0.03922071,0.1133287,0.0136697,0.0487902,0.04797339,0.364228123,0.014872944,0.840282087,0.064146451,0.392042088,0.046114317,0.364228123,0.014872944,0.223143551,0.046768974,0.639509844,0.246650456,0.364228123,0.014872944,0.364228123,0.014872944,0.404119048,0.033412947,0.262364265,0.019255269,0,0,0,0,0.262364265,0.059220496,0,0,0,0,0.086177696,0.03175628,0.058268908,0.023515871,0.364228123,0.014872944,0.364228123,0.014872944,0.09531018,0.018223512,0.364228123,0.014872944,0.364228123,0.014872944,0.207014169,0.066050034,0,0,0.058268908,0.018898608,0.431782416,0.022679471,0.309004872,0.019853809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237588085,0.027583582,0,0,0.772069416,0.017293107,0.507799908,0.090267396,0.368680283,0.05828237,0.487577141,0.018019094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487577141,0.018019094,0.264416939,0.015724731,0,0,0,0,0.155445043,0.02696388,0,0,0,0,0,0,0,0
26,veg_sta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.364228123,0.014872944,0.364228123,0.014872944,0.07696104,0.03922071,0.1133287,0.0136697,0.0487902,0.04797339,0.364228123,0.014872944,0.840282087,0.064146451,0.392042088,0.046114317,0.364228123,0.014872944,0.223143551,0.046768974,0.639509844,0.246650456,0.364228123,0.014872944,0.364228123,0.014872944,0.404119048,0.033412947,0.262364265,0.019255269,0,0,0,0,0.262364265,0.059220496,0,0,0,0,0.086177696,0.03175628,0.058268908,0.023515871,0.364228123,0.014872944,0.364228123,0.014872944,0.09531018,0.018223512,0.364228123,0.014872944,0.364228123,0.014872944,0.207014169,0.066050034,0,0,0.058268908,0.018898608,0.431782416,0.022679471,0.309004872,0.019853809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237588085,0.027583582,0,0,0.772069416,0.017293107,0.507799908,0.090267396,0.368680283,0.05828237,0.487577141,0.018019094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487577141,0.018019094,0.264416939,0.015724731,0,0,0,0,0.155445043,0.02696388,0,0,0,0,0,0,0,0
27,veg_sta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.364228123,0.014872944,0.364228123,0.014872944,0.07696104,0.03922071,0.1133287,0.0136697,0.0487902,0.04797339,0.364228123,0.014872944,0.840282087,0.064146451,0.392042088,0.046114317,0.364228123,0.014872944,0.223143551,0.046768974,0.639509844,0.246650456,0.364228123,0.014872944,0.364228123,0.014872944,0.404119048,0.033412947,0.262364265,0.019255269,0,0,0,0,0.262364265,0.059220496,0,0,0,0,0.086177696,0.03175628,0.058268908,0.023515871,0.364228123,0.014872944,0.364228123,0.014872944,0.09531018,0.018223512,0.364228123,0.014872944,0.364228123,0.014872944,0.207014169,0.066050034,0,0,0.058268908,0.018898608,0.431782416,0.022679471,0.309004872,0.019853809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237588085,0.027583582,0,0,0.772069416,0.017293107,0.507799908,0.090267396,0.368680283,0.05828237,0.487577141,0.018019094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487577141,0.018019094,0.264416939,0.015724731,0,0,0,0,0.155445043,0.02696388,0,0,0,0,0,0,0,0
28,veg_sta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.364228123,0.014872944,0.364228123,0.014872944,0.07696104,0.03922071,0.1133287,0.0136697,0.0487902,0.04797339,0.364228123,0.014872944,0.840282087,0.064146451,0.392042088,0.046114317,0.364228123,0.014872944,0.223143551,0.046768974,0.639509844,0.246650456,0.364228123,0.014872944,0.364228123,0.014872944,0.404119048,0.033412947,0.262364265,0.019255269,0,0,0,0,0.262364265,0.059220496,0,0,0,0,0.086177696,0.03175628,0.058268908,0.023515871,0.364228123,0.014872944,0.364228123,0.014872944,0.09531018,0.018223512,0.364228123,0.014872944,0.364228123,0.014872944,0.207014169,0.066050034,0,0,0.058268908,0.018898608,0.431782416,0.022679471,0.309004872,0.019853809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237588085,0.027583582,0,0,0.772069416,0.017293107,0.507799908,0.090267396,0.368680283,0.05828237,0.487577141,0.018019094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487577141,0.018019094,0.264416939,0.015724731,0,0,0,0,0.155445043,0.02696388,0,0,0,0,0,0,0,0
29,veg_sta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.364228123,0.014872944,0.364228123,0.014872944,0.07696104,0.03922071,0.1133287,0.0136697,0.0487902,0.04797339,0.364228123,0.014872944,0.840282087,0.064146451,0.392042088,0.046114317,0.364228123,0.014872944,0.223143551,0.046768974,0.639509844,0.246650456,0.364228123,0.014872944,0.364228123,0.014872944,0.404119048,0.033412947,0.262364265,0.019255269,0,0,0,0,0.262364265,0.059220496,0,0,0,0,0.086177696,0.03175628,0.058268908,0.023515871,0.364228123,0.014872944,0.364228123,0.014872944,0.09531018,0.018223512,0.364228123,0.014872944,0.364228123,0.014872944,0.207014169,0.066050034,0,0,0.058268908,0.018898608,0.431782416,0.022679471,0.309004872,0.019853809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237588085,0.027583582,0,0,0.772069416,0.017293107,0.507799908,0.090267396,0.368680283,0.05828237,0.487577141,0.018019094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487577141,0.018019094,0.264416939,0.015724731,0,0,0,0,0.155445043,0.02696388,0,0,0,0,0,0,0,0
30,veg_sta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.364228123,0.014872944,0.364228123,0.014872944,0.07696104,0.03922071,0.1133287,0.0136697,0.0487902,0.04797339,0.364228123,0.014872944,0.840282087,0.064146451,0.392042088,0.046114317,0.364228123,0.014872944,0.223143551,0.046768974,0.639509844,0.246650456,0.364228123,0.014872944,0.364228123,0.014872944,0.404119048,0.033412947,0.262364265,0.019255269,0,0,0,0,0.262364265,0.059220496,0,0,0,0,0.086177696,0.03175628,0.058268908,0.023515871,0.364228123,0.014872944,0.364228123,0.014872944,0.09531018,0.018223512,0.364228123,0.014872944,0.364228123,0.014872944,0.207014169,0.066050034,0,0,0.058268908,0.018898608,0.431782416,0.022679471,0.309004872,0.019853809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237588085,0.027583582,0,0,0.772069416,0.017293107,0.507799908,0.090267396,0.368680283,0.05828237,0.487577141,0.018019094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487577141,0.018019094,0.264416939,0.015724731,0,0,0,0,0.155445043,0.02696388,0,0,0,0,0,0,0,0
31,veg_sta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.364228123,0.014872944,0.364228123,0.014872944,0.07696104,0.03922071,0.1133287,0.0136697,0.0487902,0.04797339,0.364228123,0.014872944,0.840282087,0.064146451,0.392042088,0.046114317,0.364228123,0.014872944,0.223143551,0.046768974,0.639509844,0.246650456,0.364228123,0.014872944,0.364228123,0.014872944,0.404119048,0.033412947,0.262364265,0.019255269,0,0,0,0,0.262364265,0.059220496,0,0,0,0,0.086177696,0.03175628,0.058268908,0.023515871,0.364228123,0.014872944,0.364228123,0.014872944,0.09531018,0.018223512,0.364228123,0.014872944,0.364228123,0.014872944,0.207014169,0.066050034,0,0,0.058268908,0.018898608,0.431782416,0.022679471,0.309004872,0.019853809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237588085,0.027583582,0,0,0.772069416,0.017293107,0.507799908,0.090267396,0.368680283,0.05828237,0.487577141,0.018019094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487577141,0.018019094,0.264416939,0.015724731,0,0,0,0,0.155445043,0.02696388,0,0,0,0,0,0,0,0
32,veg_sta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.364228123,0.014872944,0.364228123,0.014872944,0.07696104,0.03922071,0.1133287,0.0136697,0.0487902,0.04797339,0.364228123,0.014872944,0.840282087,0.064146451,0.392042088,0.046114317,0.364228123,0.014872944,0.223143551,0.046768974,0.639509844,0.246650456,0.364228123,0.014872944,0.364228123,0.014872944,0.404119048,0.033412947,0.262364265,0.019255269,0,0,0,0,0.262364265,0.059220496,0,0,0,0,0.086177696,0.03175628,0.058268908,0.023515871,0.364228123,0.014872944,0.364228123,0.014872944,0.09531018,0.018223512,0.364228123,0.014872944,0.364228123,0.014872944,0.207014169,0.066050034,0,0,0.058268908,0.018898608,0.431782416,0.022679471,0.309004872,0.019853809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237588085,0.027583582,0,0,0.772069416,0.017293107,0.507799908,0.090267396,0.368680283,0.05828237,0.487577141,0.018019094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487577141,0.018019094,0.264416939,0.015724731,0,0,0,0,0.155445043,0.02696388,0,0,0,0,0,0,0,0
33,veg_sta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.301172906,0.011534145,0.301172906,0.011534145,0.07696104,0.03922071,0.1133287,0.0136697,0.0487902,0.04797339,0.301172906,0.011534145,0.705762392,0.019766248,0.392042088,0.046114317,0.301172906,0.011534145,0.223143551,0.046768974,0.592089978,0.113925868,0.301172906,0.011534145,0.301172906,0.011534145,0.298378304,0.024861825,0.262364265,0.019255269,0,0,0,0,0.262364265,0.059220496,0,0,0,0,0.086177696,0.03175628,0.058268908,0.023515871,0.301172906,0.011534145,0.301172906,0.011534145,0.09531018,0.018223512,0.301172906,0.011534145,0.301172906,0.011534145,0.207014169,0.066050034,0,0,0.058268908,0.018898608,0.431782416,0.022679471,0.251900921,0.01393944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193209553,0.019380537,0,0,0.632021659,0.016630961,0.378759673,0.036060986,0.287150631,0.0185143,0.36791996,0.019647908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36791996,0.019647908,0.218297552,0.015321114,0,0,0,0,0.125846231,0.018924916,0,0,0,0,0,0,0,0
34,veg_sta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.301172906,0.011534145,0.301172906,0.011534145,0.07696104,0.03922071,0.1133287,0.0136697,0.0487902,0.04797339,0.301172906,0.011534145,0.705762392,0.019766248,0.392042088,0.046114317,0.301172906,0.011534145,0.223143551,0.046768974,0.592089978,0.113925868,0.301172906,0.011534145,0.301172906,0.011534145,0.298378304,0.024861825,0.262364265,0.019255269,0,0,0,0,0.262364265,0.059220496,0,0,0,0,0.086177696,0.03175628,0.058268908,0.023515871,0.301172906,0.011534145,0.301172906,0.011534145,0.09531018,0.018223512,0.301172906,0.011534145,0.301172906,0.011534145,0.207014169,0.066050034,0,0,0.058268908,0.018898608,0.431782416,0.022679471,0.251900921,0.01393944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193209553,0.019380537,0,0,0.632021659,0.016630961,0.378759673,0.036060986,0.287150631,0.0185143,0.36791996,0.019647908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36791996,0.019647908,0.218297552,0.015321114,0,0,0,0,0.125846231,0.018924916,0,0,0,0,0,0,0,0
35,veg_sta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.301172906,0.011534145,0.301172906,0.011534145,0.07696104,0.03922071,0.1133287,0.0136697,0.0487902,0.04797339,0.301172906,0.011534145,0.705762392,0.019766248,0.392042088,0.046114317,0.301172906,0.011534145,0.223143551,0.046768974,0.592089978,0.113925868,0.301172906,0.011534145,0.301172906,0.011534145,0.298378304,0.024861825,0.262364265,0.019255269,0,0,0,0,0.262364265,0.059220496,0,0,0,0,0.086177696,0.03175628,0.058268908,0.023515871,0.301172906,0.011534145,0.301172906,0.011534145,0.09531018,0.018223512,0.301172906,0.011534145,0.301172906,0.011534145,0.207014169,0.066050034,0,0,0.058268908,0.018898608,0.431782416,0.022679471,0.251900921,0.01393944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193209553,0.019380537,0,0,0.632021659,0.016630961,0.378759673,0.036060986,0.287150631,0.0185143,0.36791996,0.019647908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36791996,0.019647908,0.218297552,0.015321114,0,0,0,0,0.125846231,0.018924916,0,0,0,0,0,0,0,0
36,veg_sta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.301172906,0.011534145,0.301172906,0.011534145,0.07696104,0.03922071,0.1133287,0.0136697,0.0487902,0.04797339,0.301172906,0.011534145,0.705762392,0.019766248,0.392042088,0.046114317,0.301172906,0.011534145,0.223143551,0.046768974,0.592089978,0.113925868,0.301172906,0.011534145,0.301172906,0.011534145,0.298378304,0.024861825,0.262364265,0.019255269,0,0,0,0,0.262364265,0.059220496,0,0,0,0,0.086177696,0.03175628,0.058268908,0.023515871,0.301172906,0.011534145,0.301172906,0.011534145,0.09531018,0.018223512,0.301172906,0.011534145,0.301172906,0.011534145,0.207014169,0.066050034,0,0,0.058268908,0.018898608,0.431782416,0.022679471,0.251900921,0.01393944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193209553,0.019380537,0,0,0.632021659,0.016630961,0.378759673,0.036060986,0.287150631,0.0185143,0.36791996,0.019647908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36791996,0.019647908,0.218297552,0.015321114,0,0,0,0,0.125846231,0.018924916,0,0,0,0,0,0,0,0
37,veg_sta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.301172906,0.011534145,0.301172906,0.011534145,0.07696104,0.03922071,0.1133287,0.0136697,0.0487902,0.04797339,0.301172906,0.011534145,0.705762392,0.019766248,0.392042088,0.046114317,0.301172906,0.011534145,0.223143551,0.046768974,0.592089978,0.113925868,0.301172906,0.011534145,0.301172906,0.011534145,0.298378304,0.024861825,0.262364265,0.019255269,0,0,0,0,0.262364265,0.059220496,0,0,0,0,0.086177696,0.03175628,0.058268908,0.023515871,0.301172906,0.011534145,0.301172906,0.011534145,0.09531018,0.018223512,0.301172906,0.011534145,0.301172906,0.011534145,0.207014169,0.066050034,0,0,0.058268908,0.018898608,0.431782416,0.022679471,0.251900921,0.01393944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193209553,0.019380537,0,0,0.632021659,0.016630961,0.378759673,0.036060986,0.287150631,0.0185143,0.36791996,0.019647908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36791996,0.019647908,0.218297552,0.015321114,0,0,0,0,0.125846231,0.018924916,0,0,0,0,0,0,0,0
38,veg_sta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.301172906,0.011534145,0.301172906,0.011534145,0.07696104,0.03922071,0.1133287,0.0136697,0.0487902,0.04797339,0.301172906,0.011534145,0.705762392,0.019766248,0.392042088,0.046114317,0.301172906,0.011534145,0.223143551,0.046768974,0.592089978,0.113925868,0.301172906,0.011534145,0.301172906,0.011534145,0.298378304,0.024861825,0.262364265,0.019255269,0,0,0,0,0.262364265,0.059220496,0,0,0,0,0.086177696,0.03175628,0.058268908,0.023515871,0.301172906,0.011534145,0.301172906,0.011534145,0.09531018,0.018223512,0.301172906,0.011534145,0.301172906,0.011534145,0.207014169,0.066050034,0,0,0.058268908,0.018898608,0.431782416,0.022679471,0.251900921,0.01393944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193209553,0.019380537,0,0,0.632021659,0.016630961,0.378759673,0.036060986,0.287150631,0.0185143,0.36791996,0.019647908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36791996,0.019647908,0.218297552,0.015321114,0,0,0,0,0.125846231,0.018924916,0,0,0,0,0,0,0,0
39,veg_sta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.301172906,0.011534145,0.301172906,0.011534145,0.07696104,0.03922071,0.1133287,0.0136697,0.0487902,0.04797339,0.301172906,0.011534145,0.705762392,0.019766248,0.392042088,0.046114317,0.301172906,0.011534145,0.223143551,0.046768974,0.592089978,0.113925868,0.301172906,0.011534145,0.301172906,0.011534145,0.298378304,0.024861825,0.262364265,0.019255269,0,0,0,0,0.262364265,0.059220496,0,0,0,0,0.086177696,0.03175628,0.058268908,0.023515871,0.301172906,0.011534145,0.301172906,0.011534145,0.09531018,0.018223512,0.301172906,0.011534145,0.301172906,0.011534145,0.207014169,0.066050034,0,0,0.058268908,0.018898608,0.431782416,0.022679471,0.251900921,0.01393944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193209553,0.019380537,0,0,0.632021659,0.016630961,0.378759673,0.036060986,0.287150631,0.0185143,0.36791996,0.019647908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36791996,0.019647908,0.218297552,0.015321114,0,0,0,0,0.125846231,0.018924916,0,0,0,0,0,0,0,0
40,veg_sta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.301172906,0.011534145,0.301172906,0.011534145,0.07696104,0.03922071,0.1133287,0.0136697,0.0487902,0.04797339,0.301172906,0.011534145,0.705762392,0.019766248,0.392042088,0.046114317,0.301172906,0.011534145,0.223143551,0.046768974,0.592089978,0.113925868,0.301172906,0.011534145,0.301172906,0.011534145,0.298378304,0.024861825,0.262364265,0.019255269,0,0,0,0,0.262364265,0.059220496,0,0,0,0,0.086177696,0.03175628,0.058268908,0.023515871,0.301172906,0.011534145,0.301172906,0.011534145,0.09531018,0.018223512,0.301172906,0.011534145,0.301172906,0.011534145,0.207014169,0.066050034,0,0,0.058268908,0.018898608,0.431782416,0.022679471,0.251900921,0.01393944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193209553,0.019380537,0,0,0.632021659,0.016630961,0.378759673,0.036060986,0.287150631,0.0185143,0.36791996,0.019647908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36791996,0.019647908,0.218297552,0.015321114,0,0,0,0,0.125846231,0.018924916,0,0,0,0,0,0,0,0
